,7Li (KED_IS),23Na (KED_IS),24Mg (KED_IS),27Al (KED_IS),29Si (KED_IS),39K (KED_IS),44Ca (KED_IS),48Ti (KED_IS),52Cr (KED_IS),55Mn (KED_IS),56Fe (KED_IS),59Co (KED_IS),60Ni (KED_IS),63Cu (KED_IS),66Zn (KED_IS),88Sr (KED_IS),95Mo (KED_IS),111Cd (KED_IS),137Ba (KED_IS),208Pb (KED_IS)
63A_Dust_t9_Tot,4.939312393,165406.879,32144.08663,10593.32566,5153.559042,3322.653527,19330.39001,301.6832517,16.68418028,1161.846661,11780.58137,26.99731375,39.80307005,16.46573834,98.08076619,210.9167794,2.044812806,0.28412713,114.2850413,20.18852883
63A_Dust_t15_Tot,9.043905901,143412.7288,34793.17472,4046.683121,5601.466517,3241.325852,20052.38545,302.0780981,45.04974737,1185.866622,13592.26486,28.25968988,49.45203708,13.40682599,121.253417,210.1463502,2.250982084,0.244397616,107.1213881,18.65122168
63A_Dust_t18_Tot,9.638605486,161803.1508,39941.7093,4375.857193,5854.27433,3474.263476,22908.79523,372.4624085,28.73424446,1301.577603,13047.1019,30.48333914,83.39109116,16.31652701,160.0925921,223.5785349,1.962766668,0.325123573,133.4823392,22.30249094
63A_Dust_t23_Tot,6.344515666,169189.603,39719.89202,5076.14003,6246.432519,3399.838304,25084.36682,471.7797817,12.61486906,1422.110454,12507.64281,30.51329578,60.57194302,16.86946978,789.4798116,243.1328682,0.895198876,0.606396522,143.1930339,24.27687789
,,,,,,,,,,,,,,,,,,,,
BLANK,0.612,82.152,9.552,9.846,121.723,108.438,26.416,0.349,0.101,0.261,5.877,0.048,0.285,6.665,7.637,0.168,0.208,0.004,1.394,0.389
67A_Disk_Imbibed_3days_Tot,5.749936498,201513.0644,1011.818794,118.8718794,888.1506251,2258.215722,705.166555,6.300880191,1.141180882,4.128028188,54.46637203,0.48544151,9.065662474,3.625688762,49.5225054,16.64284845,0.582999985,0.12593669,50.81489945,0.431086447
67C_Disk_Imbibed_3days_Tot,3.370395336,204136.1863,1077.730617,151.5006465,880.7710908,2115.932459,562.1383569,9.892255374,1.314400678,8.243406669,110.3167021,1.180659116,25.35154974,3.846365805,49.44093704,17.98950112,0.96136352,0.04304784,38.88630278,0.248801175
63A_Disk_Imbibed_3days_Tot,4.261936197,186869.4395,1044.762477,647.8661287,885.6519416,1820.446562,679.0753219,7.609645108,0.948570735,5.355082661,68.07634576,6.941755537,8.783584575,4.009827416,61.71185881,18.23207975,1.174348152,0.148817727,25.81143371,0.504179071
63C_Disk_Imbibed_3days_Tot,3.122976058,184350.2913,882.6818233,730.7250433,955.5909296,1864.531604,674.4398593,5.951557349,1.220481655,2.880379496,30.39592805,0.374414126,4.021455034,2.683076983,42.13451785,16.16103439,0.67845924,0.04261277,20.98571629,0.166290563
67A_Dust_Imbibed_3days_Tot,5.851058703,196153.62,1813.735008,211.5419658,1154.078867,1706.052403,1237.580259,12.413567,1.491600587,11.14518555,126.2895361,0.813109344,26.90831302,3.435774228,50.33440141,32.37609373,8.807184487,0.110564313,44.95224932,0.245592547
67C_Dust_Imbibed_3days_Tot,7.234486759,199149.1036,1890.598572,306.5971925,1497.261705,1842.901203,1255.713042,11.1465653,16.62342697,27.43919249,143.6533169,0.906216339,16.95407483,3.52631602,39.07276634,32.60523379,2.083872135,0.065109845,17.75184142,0.595339178
63A_Dust_Imbibed_3days_Tot,4.377268297,187573.4053,2131.783039,206.5307272,1252.105105,5360.41412,1179.67605,11.66423826,1.004166015,7.026532349,81.70179983,0.47887197,4.964198792,4.488955547,57.16385744,35.91602141,2.718199553,0.039831185,33.05114705,0.343778667
63C_Dust_Imbibed_3days_Tot,2.374727594,177180.8201,2001.347027,20456.43293,1261.053448,2433.875279,1498.237954,20.65276201,4.142309171,12.05197917,140.74018,0.927563427,23.79141356,3.250740696,52.09342248,34.3659668,2.46776072,0,36.5498608,0.44041248
,,,,,,,,,,,,,,,,,,,,
BLANK,0.814,60.572,6.151,6.610,116.385,102.523,23.418,0.247,0.147,0.188,2.986,0.052,0.295,7.145,7.240,0.132,0.190,0.014,1.286,0.354
